source_ID,source_text,target_ID,target_text,relation,source_type,target_type,file_name,type_pair
C8,court recall ; company ferre advantage;  relate selectivity;  introduce difference;  introduce effect; who qualify advantage; who do number ;  pursue system,C11,it follow ;  hold purpose;  reject plea;  make defence;  make commission;  obtain investor; which participate number; advantage be regard ; commission have establish ; measure introduce treatment; which benefit advantage; which be exclude it;  pursue system; company be mitte error,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
C9,court state ;  to identify category; which be favour measure; which may be distinguish reason; requirement can be not infer law,C11,it follow ;  hold purpose;  reject plea;  make defence;  make commission;  obtain investor; which participate number; advantage be regard ; commission have establish ; measure introduce treatment; which benefit advantage; which be exclude it;  pursue system; company be mitte error,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
C10,court recall ; undertaking belong sector;  to call nature;  to call question; court hold ; nature be call question; nature be call fact;  obtain advantage; company ferre measure,C11,it follow ;  hold purpose;  reject plea;  make defence;  make commission;  obtain investor; which participate number; advantage be regard ; commission have establish ; measure introduce treatment; which benefit advantage; which be exclude it;  pursue system; company be mitte error,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
C11,it follow ;  hold purpose;  reject plea;  make defence;  make commission;  obtain investor; which participate number; advantage be regard ; commission have establish ; measure introduce treatment; which benefit advantage; which be exclude it;  pursue system; company be mitte error,C12,part must be uphold ,support,prem,conc,A2018_Commission v Spain.xml,prem-conc
D9,analysis support clusion;  obtain investor; advantage satisfy dition;  relate selectivity; court sidere ;  refer decision; which benefit measure;  lease tract; activity be carry eigs; acquisition be carry eigs;  create purpose,D10,it state ; commission have sidere ;  obtain investor; latter carry activity; company respond those; they be attribute they; company be attribute they,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
D10,it state ; commission have sidere ;  obtain investor; latter carry activity; company respond those; they be attribute they; company be attribute they,D13,company clude paragraph; system favour activity;  carry eigs; finding establish selectivity;  receive investor;  to be strue effect; investor exercise activity; investor exercise eigs;  create purpose; decision would be vitiate failure; decision would be vitiate point,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
D11,court state ; decision do provide explanation; decision do provide regard; commission have clude ; measure ferre advantage; measure ferre eigs;  provide clarification; member sidere ;  to be carry activity; they form entity,D13,company clude paragraph; system favour activity;  carry eigs; finding establish selectivity;  receive investor;  to be strue effect; investor exercise activity; investor exercise eigs;  create purpose; decision would be vitiate failure; decision would be vitiate point,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
D12,court state paragraph; assertion seem ,D13,company clude paragraph; system favour activity;  carry eigs; finding establish selectivity;  receive investor;  to be strue effect; investor exercise activity; investor exercise eigs;  create purpose; decision would be vitiate failure; decision would be vitiate point,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
D31,company clude ; eigs enjoy ld; advantage affect trade; advantage distort petition; advantage distort market,D13,company clude paragraph; system favour activity;  carry eigs; finding establish selectivity;  receive investor;  to be strue effect; investor exercise activity; investor exercise eigs;  create purpose; decision would be vitiate failure; decision would be vitiate point,attack,prem,prem,A2018_Commission v Spain.xml,prem-prem
D17,it must be observe ; all be base premiss; investor be regard beneficiary;  arise measure; investor have obtain ;  to distort petition;  affect trade; decision taine statement;  cerne analysis,D14,court hold paragraph; commission have infringe duty;  clude paragraph; measure distort petition; measure affect trade,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
D18,,D17,it must be observe ; all be base premiss; investor be regard beneficiary;  arise measure; investor have obtain ;  to distort petition;  affect trade; decision taine statement;  cerne analysis,attack,prem,prem,A2018_Commission v Spain.xml,prem-prem
D28,commission refer number;  result measure,D29,it state ; state transfer resource; state transfer eig;  finance advantage; eig transfer resource; eig transfer investor,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
D19, to assess distortion; decision be reason regard;  arise measure;  to examine tent;  to examine entirety,D30, set all;  relate distortion; commission state ; member operate sector;  benefit system; they operate eigs; they operate market;  arise system; advantage strengthen position;  to distort petition,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
D20, describe structure;  describe paragraph; commission indicate ;  to generate benefit;  to generate favour;  participate it,D30, set all;  relate distortion; commission state ; member operate sector;  benefit system; they operate eigs; they operate market;  arise system; advantage strengthen position;  to distort petition,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
D21,it explain ;  be set paragraph; company lecte benefit; company lecte stage; company lecte bination,D30, set all;  relate distortion; commission state ; member operate sector;  benefit system; they operate eigs; they operate market;  arise system; advantage strengthen position;  to distort petition,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
D22,commission state ; company respond advantage; eigs would number ;  have achieve operation;  save amount;  defer virtue;  save tax;  defer virtue;  avoid gain;  make sale,D30, set all;  relate distortion; commission state ; member operate sector;  benefit system; they operate eigs; they operate market;  arise system; advantage strengthen position;  to distort petition,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
D22bis,it find paragraph; system involve use,D30, set all;  relate distortion; commission state ; member operate sector;  benefit system; they operate eigs; they operate market;  arise system; advantage strengthen position;  to distort petition,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
D23, regard panie; commission set recital;  lecte eigs; part be transfer panie; part be transfer rebate;  obtain panie;  result bination,D30, set all;  relate distortion; commission state ; member operate sector;  benefit system; they operate eigs; they operate market;  arise system; advantage strengthen position;  to distort petition,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
D24,commission do state paragraph;  involve operation; eigs be regard vehicle;  carry activity; decision refer they; decision refer investor; it do find decision; eigs form unit,D30, set all;  relate distortion; commission state ; member operate sector;  benefit system; they operate eigs; they operate market;  arise system; advantage strengthen position;  to distort petition,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
D25, take whole; commission endorse argument; it designate investor; eigs be regard commission,D30, set all;  relate distortion; commission state ; member operate sector;  benefit system; they operate eigs; they operate market;  arise system; advantage strengthen position;  to distort petition,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
D26,commission state recital; transparency enable operator;  carry activity,D30, set all;  relate distortion; commission state ; member operate sector;  benefit system; they operate eigs; they operate market;  arise system; advantage strengthen position;  to distort petition,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
D28,commission refer number;  result measure,D30, set all;  relate distortion; commission state ; member operate sector;  benefit system; they operate eigs; they operate market;  arise system; advantage strengthen position;  to distort petition,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
